,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,ID,Address,Venue,Venue Latitude,Venue Longitude,Venue Category
320,Leaside,43.70976500000006,-79.36390090899994,53c95181498ec1d30073384e,190 Laird Drive (Wicksteed Avenue),The Leaside Pub,43.710428911854564,-79.36354706165021,Restaurant
321,Leaside,43.70976500000006,-79.36390090899994,4b94d646f964a520c58434e3,24 Industrial Street (Eglinton & Laird),CrossFit Toronto,43.7080995557005,-79.35905992984772,Gym
322,Leaside,43.70976500000006,-79.36390090899994,4b5f70a0f964a52076ba29e3,96 Laird Dr. (Lea Ave),Olde Yorke Fish & Chips,43.706141306111306,-79.3618288170822,Fish & Chips Shop
323,Leaside,43.70976500000006,-79.36390090899994,4b080f8ff964a520150323e3,835 Eglinton Ave E (at Laird Dr.),PetSmart,43.7126819,-79.3626365,Pet Store
324,Leaside,43.70976500000006,-79.36390090899994,530feb6b498e4958420dc8de,214 Laird drive (Eglinton east),Kintako Japanese Restaurant,43.71159659251094,-79.36396207124376,Sushi Restaurant
325,Leaside,43.70976500000006,-79.36390090899994,4b632e05f964a52083682ae3,849 Eglinton Ave East (btwn Laird Rd. & Brentcliffe Dr.),Mercedes-Benz Midtown,43.71358733310499,-79.36156776119117,Auto Dealership
326,Leaside,43.70976500000006,-79.36390090899994,4bf30f1e98ac0f47cb7362a8,812 Eglinton Ave E (at Laird),Enduro Sport,43.70605947915959,-79.36183454315712,Bike Shop
327,Leaside,43.70976500000006,-79.36390090899994,4b3159fdf964a520460525e3,939 Eglinton Ave E (Brentcliffe),Nando's flame-grilled chicken,43.71302087340598,-79.35998607557845,Portuguese Restaurant
328,Leaside,43.70976500000006,-79.36390090899994,4b4766bff964a520f43026e3,45 Wicksteed Ave (btwn Laird Dr & Brentcliffe Rd),South St. Burger,43.71051026319384,-79.36158441272885,Burger Joint
329,Leaside,43.70976500000006,-79.36390090899994,4fc3b557e4b06f6d24086737,93 Laird Dr. (at Esandar Dr.),Longo's,43.70643262604979,-79.35975310254634,Supermarket
330,Leaside,43.70976500000006,-79.36390090899994,4f61206ce4b071dd72d715fd,878 Eglinton Ave E (at Laird Dr.),Starbucks,43.71355316863905,-79.36483215979176,Coffee Shop
331,Leaside,43.70976500000006,-79.36390090899994,505639a6e4b0150f2f5ec910,91 Lair Drive,Bulk Barn,43.70611573147322,-79.36054145695127,Grocery Store
332,Leaside,43.70976500000006,-79.36390090899994,510035c8e4b0e6ff30700d53,"91 Laird Drive, Unit #1",Booster Juice,43.70617277,-79.36065194,Smoothie Shop
333,Leaside,43.70976500000006,-79.36390090899994,4c0ac1c3ffb8c9b6b22b6c61,147 Laird Dr,Golf Town,43.70940869587626,-79.3623167837894,Sporting Goods Shop
334,Leaside,43.70976500000006,-79.36390090899994,4c0935c0340720a1ef5e8493,147 Laird Drive (at McRae Drive),Winners,43.7094205909056,-79.36093211174,Clothing Store
335,Leaside,43.70976500000006,-79.36390090899994,4bdde09ee75c0f470cf8c503,Toronto ON,Subway,43.710410108561625,-79.36185814836224,Sandwich Place
336,Leaside,43.70976500000006,-79.36390090899994,4d6d1a3acf7e41bd41c28285,89 Vanderhoof Ave,TD Canada Trust Branch and ATM,43.711620471105384,-79.36354860663414,Bank
337,Leaside,43.70976500000006,-79.36390090899994,5bdc668eccad6b00396880f6,85 Laird Dr,Starbucks,43.705704,-79.361351,Coffee Shop
338,Leaside,43.70976500000006,-79.36390090899994,50d5f336e4b0b7ab7cb6110a,85 Laird Dr.,Cupcakes,43.70602656677556,-79.36086417950665,Dessert Shop
339,Leaside,43.70976500000006,-79.36390090899994,504bcf32e4b0ef19b0e2ecf8,804 Eglinton East (Eglinton and Sutherland),Mt Everest Restaurant,43.713265579296,-79.36652040161064,Indian Restaurant
340,Leaside,43.70976500000006,-79.36390090899994,4f805ab5e4b02f457fe39eb2,45 Wicksteed Ave. (at Laird Dr.),Sunset Grill,43.71008051140994,-79.36252937590784,Breakfast Spot
341,Leaside,43.70976500000006,-79.36390090899994,4c794805df08a1cd0717da5d,856 Eglinton Ave. E (at Laird Dr.),Shoeless Joes,43.7135032798817,-79.36541229739075,Sports Bar
342,Leaside,43.70976500000006,-79.36390090899994,4b92d210f964a520d91e34e3,815 Eglinton Ave E,Pier 1 Imports,43.7133394919619,-79.3643121421883,Furniture / Home Store
343,Leaside,43.70976500000006,-79.36390090899994,59a6bfa8840fc25de9f79522,87 Laird Drive,Amsterdam Barrel House,43.70602053200777,-79.36132913641597,Brewery
344,Leaside,43.70976500000006,-79.36390090899994,4b2e8f35f964a52076e224e3,"B3 - 147 Laird Drive (Unit # 300,)",Sport Chek,43.70985360457569,-79.36045518457757,Sporting Goods Shop
345,Leaside,43.70976500000006,-79.36390090899994,4af0b261f964a52056de21e3,147 Laird Dr (at Commercial Rd.),Best Buy,43.709255121223215,-79.36168044805527,Electronics Store
346,Leaside,43.70976500000006,-79.36390090899994,505e36d3e4b00e0d6e496b29,"85 Laird Dr, Unit F1001A (btw Industrial & Lea)",Mucho Burrito Fresh Mexican Grill,43.706746,-79.361707,Mexican Restaurant
347,Leaside,43.70976500000006,-79.36390090899994,506a26c8e4b01dffe91297a8,45 Wicksteed Ave (Laird),Maki Sushi,43.710126553259734,-79.3624657192103,Sushi Restaurant
348,Leaside,43.70976500000006,-79.36390090899994,502edaf2e4b0c51825649ce1,Toronto ON,Linen Chest,43.70693984029428,-79.35987973289845,Furniture / Home Store
349,Leaside,43.70976500000006,-79.36390090899994,4afc536ff964a520922122e3,"65 Wicksteed Ave,C (east of Laird)",Starbucks,43.71034154336832,-79.36094765905699,Coffee Shop
350,Leaside,43.70976500000006,-79.36390090899994,4afeb674f964a520063022e3,256 Laird Dr (at Eglinton Ave E),The Great Canadian Bagel,43.71327461980094,-79.36502672732136,Bagel Shop
351,Leaside,43.70976500000006,-79.36390090899994,4c2b9c31b34ad13a870feace,252 Laird Drive (Eglinton Avenue East),Mr. Sub,43.71325056272277,-79.36492442044694,Sandwich Place
352,Leaside,43.70976500000006,-79.36390090899994,4c52da6c384c76b03097002b,2200 Yonge Street,Zip-Car,43.714232,-79.36359,Rental Car Location
353,Thorncliffe Park,43.70127000000008,-79.34984401799994,4d8f75f5d4ec8cfa991e8c89,18 Thorncliffe Park Dr,Bikram Yoga East York,43.70545001006983,-79.35144826217264,Yoga Studio
354,Thorncliffe Park,43.70127000000008,-79.34984401799994,4c7ae259bd346dcbaaf8f9ef,Millwood Rd (btwn Donlands & Overlea),Leaside Bridge,43.69875145255187,-79.35025691986084,Bridge
355,Thorncliffe Park,43.70127000000008,-79.34984401799994,4bed9f2fbac3c9b6ad93fee9,25 Overlea Blvd. Unit 7,Hakka Garden,43.704578351261326,-79.34977027417523,Indian Restaurant
356,Thorncliffe Park,43.70127000000008,-79.34984401799994,4b17edabf964a520c9c923e3,25 Overlea Blvd (at Thorncliffe Pk Dr),Subway,43.704627625493806,-79.34966067001598,Sandwich Place
357,Thorncliffe Park,43.70127000000008,-79.34984401799994,4ae0662ef964a520037f21e3,26 Overlea Blvd. (East York Town Centre),Tim Hortons,43.7050898,-79.3505453,Coffee Shop
358,Thorncliffe Park,43.70127000000008,-79.34984401799994,4ddaac6245ddced820d3a0ee,5 Leaside Park circle,Leaside park,43.70217669622919,-79.35137675914693,Park
359,Thorncliffe Park,43.70127000000008,-79.34984401799994,4b3f6a33f964a5208da625e3,45 Overlea Boulevard (Thorncliff Drive),Food Basics,43.7053872932289,-79.34733754588716,Supermarket
360,Thorncliffe Park,43.70127000000008,-79.34984401799994,509ae295e4b04e2b3d7c41dc,Canada,Thorncliffe Park Dr & Overlea Blvd,43.704777261349896,-79.35006522829346,Intersection
361,East Toronto,43.688765344000046,-79.33417499999996,4e3816b18877541e90eba62f,850 Coxwell Ave (at East York Civic Centre),East York Farmers' Market,43.69048245471865,-79.3285094702114,Farmers Market
362,East Toronto,43.688765344000046,-79.33417499999996,4b705166f964a5203f122de3,455 Cosburn Ave (Greenwood),Dieppe Park,43.692206959700314,-79.33607384580417,Park
363,East Toronto,43.688765344000046,-79.33417499999996,4cd318d6ecc3a093b0989893,Canada,Sophie's Sports Bar & Grill,43.692775950400936,-79.33445649645,Bar
364,East Toronto,43.688765344000046,-79.33417499999996,4d5b20c4515fa14333522e82,Toronto ON,Mos Eisley Cantina,43.687242083177,-79.32890972459829,Music Venue
365,East Toronto,43.688765344000046,-79.33417499999996,4c5f3a2890b2c9b6c3353a22,488 Cosburn Ave (Derwyn Ave),Paul's Spaghetti,43.692984,-79.333487,Italian Restaurant
366,"The Danforth West,Riverdale",43.68326150000007,-79.35511999999994,4ade4f8af964a520e27421e3,1040 Broadview Ave,Dairy Queen,43.68422322526124,-79.35706168413162,Fast Food Restaurant
367,"The Danforth West,Riverdale",43.68326150000007,-79.35511999999994,5ae227cdd48ec1002bbe147f,1099 Broadview Ave,Dollarama,43.6863,-79.355893,Discount Store
368,"The Danforth West,Riverdale",43.68326150000007,-79.35511999999994,4ade51e9f964a520f57421e3,1015 Broadview Ave. (Westwood Ave.),Sobeys Urban Fresh,43.68469048714653,-79.35634959692457,Grocery Store
369,"The Danforth West,Riverdale",43.68326150000007,-79.35511999999994,4df52878c65bf55ee5319ce4,882 Broadview Ave. (Hillside Dr.),Charles Sauriol Parkette,43.6852696798253,-79.35658838467079,Park
370,"The Danforth West,Riverdale",43.68326150000007,-79.35511999999994,4ea884688b8178e107af54a4,Broadview Ave.,TTC Bus #8 Broadview,43.687100798112155,-79.35507779342595,Bus Line
371,"The Beaches West,India Bazaar",43.66796500000004,-79.31467251099997,4ade390ff964a5200e7421e3,1661 Queen St East (at Kingston Rd),System Fitness,43.667171452103204,-79.31273345707406,Gym
372,"The Beaches West,India Bazaar",43.66796500000004,-79.31467251099997,59172e0169e77b035cdbe7bd,Toronto ON M4L 1G6,Brett's Ice Cream,43.667222,-79.312831,Ice Cream Shop
373,"The Beaches West,India Bazaar",43.66796500000004,-79.31467251099997,4c1169396e5dc9b61b10b02d,1636 Queen St. E (btwn Coxwell Ave. & Kingston Rd.),The Burger's Priest,43.66661154298639,-79.31553079617778,Burger Joint
374,"The Beaches West,India Bazaar",43.66796500000004,-79.31467251099997,4baa029cf964a52085433ae3,Queen St (at Kingston Rd),Woodbine Park,43.66486036311473,-79.31510925292969,Park
375,"The Beaches West,India Bazaar",43.66796500000004,-79.31467251099997,4b942922f964a520f16b34e3,73 Coxwell Ave. (Dundas St & Coxwell St),British Style Fish & Chips,43.66872336908457,-79.31713935234417,Fish & Chips Shop
376,"The Beaches West,India Bazaar",43.66796500000004,-79.31467251099997,4ba0153bf964a520995837e3,"1646 Queen St. E (at Eastern Ave,)",Casa di Giorgio,43.66664527559903,-79.31520351125722,Italian Restaurant
377,"The Beaches West,India Bazaar",43.66796500000004,-79.31467251099997,4afde5f7f964a520e22b22e3,1654 Queen St E (btwn Kingston Rd & Coxwell Ave),LCBO,43.66673150624233,-79.31496605090986,Liquor Store
378,"The Beaches West,India Bazaar",43.66796500000004,-79.31467251099997,4b0ff2a5f964a520a16623e3,1702 Queen St. E (at Kingston Rd.),Murphy's Law,43.66731906186093,-79.31265587607287,Pub
379,"The Beaches West,India Bazaar",43.66796500000004,-79.31467251099997,4fd52f42e4b0b916eb02ab1b,6 Coxwell (Queen),O Sushi,43.66668372330836,-79.3166142781831,Sushi Restaurant
380,"The Beaches West,India Bazaar",43.66796500000004,-79.31467251099997,4f39937fe4b0a4d442d0af8c,1656 Queen St. E.,Pet Valu,43.66697917950893,-79.31466465565389,Pet Store
381,"The Beaches West,India Bazaar",43.66796500000004,-79.31467251099997,4afec89ef964a520623022e3,1610 Queen St E (Coxwell Ave),The Tulip Steakhouse,43.66634820248808,-79.31685400996346,Steakhouse
382,"The Beaches West,India Bazaar",43.66796500000004,-79.31467251099997,504d2a68e4b04dcd186bf203,1614 Queen St. E (Coxwell Ave.),Burrito Bandidos,43.66644546137557,-79.31644740429473,Burrito Place
383,"The Beaches West,India Bazaar",43.66796500000004,-79.31467251099997,4ad4c062f964a520def720e3,1651 Queen Street East (One Block East of Coxwell Ave. on Queen St. East),Alliance Cinemas - The Beach,43.666746976047506,-79.31468500467349,Movie Theater
384,"The Beaches West,India Bazaar",43.66796500000004,-79.31467251099997,4b1b0a31f964a520ebf623e3,1641 Queen St E,Harvey's,43.66666258400179,-79.3150811802549,Fast Food Restaurant
385,"The Beaches West,India Bazaar",43.66796500000004,-79.31467251099997,4b4d2e7bf964a52089cd26e3,1599 Queen St E,Subway,43.666238,-79.317019,Sandwich Place
386,"The Beaches West,India Bazaar",43.66796500000004,-79.31467251099997,4e285bb2922edcb0003db27a,1624 Queen St E (at Coxwell Ave),Shop Task - Inline Skate Shop,43.66652898514072,-79.31618481874466,Board Shop
387,"The Beaches West,India Bazaar",43.66796500000004,-79.31467251099997,4ce64c33baa6a1cdab83206c,Queen st,Country Style,43.66736023093123,-79.31240424329896,Coffee Shop
388,"The Beaches West,India Bazaar",43.66796500000004,-79.31467251099997,4cf9bd29feec6dcb1f5f3b36,Coxwell Ave (Queen St E.),TTC Streetcar Loop,43.66645232917386,-79.31645471163147,Light Rail Station
389,"The Beaches West,India Bazaar",43.66796500000004,-79.31467251099997,509adcede4b0541c5e013349,Queen St E (& Coxwell Ave),Queen & Coxwell,43.66641257115568,-79.31652545928955,Intersection
390,"The Beaches West,India Bazaar",43.66796500000004,-79.31467251099997,4b5a2f4ff964a520b7b228e3,66 Kingston Rd. (at Orchard Park Blvd.),Pizzaiolo,43.66895319839045,-79.31168339331794,Pizza Place
391,Studio District,43.662765652000076,-79.33482999999995,55cbe079498e206cdf9f4c97,1168 Queen St E (At Jones Ave),Descendant Detroit Style Pizza,43.66280217891642,-79.33238038071265,Pizza Place
392,Studio District,43.662765652000076,-79.33482999999995,4cd7538f886cb60c8cc08e89,1121 Queen St East (at Bertmount),Bobbette & Belle,43.66221000383261,-79.33483045678932,Bakery
393,Studio District,43.662765652000076,-79.33482999999995,53af0086498eb15122135e6a,5 Coady Ave (at Queen St E),Completo,43.66255039511819,-79.33404945763401,Latin American Restaurant
394,Studio District,43.662765652000076,-79.33482999999995,57acc462cd10c32744f2d7cd,1177 Queen St E (at Jones Ave),Radical Road Brewing,43.662771755276616,-79.33251474073776,Brewery
395,Studio District,43.662765652000076,-79.33482999999995,4b9042e9f964a520a97f33e3,Toronto ON,Leslieville,43.66207024392778,-79.33785619823739,Neighborhood
396,Studio District,43.662765652000076,-79.33482999999995,4ec03c1329c25ce5a22fca40,1111 Queen St. E (at Caroline Ave.),Ascari Enoteca,43.66205431604801,-79.33545691089822,Italian Restaurant
397,Studio District,43.662765652000076,-79.33482999999995,5338a65c498e46f6db9d3220,1169 Queen St. E. (Queen St. E. & Jones Ave),Kibo Sushi House,43.662633,-79.332677,Sushi Restaurant
398,Studio District,43.662765652000076,-79.33482999999995,4b6c3943f964a520612a2ce3,1122 Queen East,Doll Factory by Damzels,43.662158,-79.335165,Boutique
399,Studio District,43.662765652000076,-79.33482999999995,57409b70498ed44f235dc2bc,1091 Queen Street East (Winifred),Sweat & Soda,43.66185374187197,-79.33619591158853,Café
400,Studio District,43.662765652000076,-79.33482999999995,4ad78ecaf964a520220c21e3,983 Queen St E (at Pape Ave),Te Aro,43.66137281675049,-79.33857736283377,Coffee Shop
401,Studio District,43.662765652000076,-79.33482999999995,4ada03e4f964a520421d21e3,1156 Queen St E,Tango Palace Coffee Company,43.6625313811144,-79.33369586477887,Coffee Shop
402,Studio District,43.662765652000076,-79.33482999999995,4ada456ff964a520c22021e3,1135 Queen Street East (Larchmount Ave),Hanoi 3 Seasons,43.662199311171825,-79.33457571173595,Vietnamese Restaurant
403,Studio District,43.662765652000076,-79.33482999999995,51089878e4b001b566e6be4d,1216 Queen St E (Leslie),Hitch Bar,43.663249809571035,-79.33064915944564,Bar
404,Studio District,43.662765652000076,-79.33482999999995,529921fa11d2ec80b7868277,1097 Queen St East (Brooklyn Ave),Brooklyn Tavern,43.66193697467491,-79.33593786927155,American Restaurant
405,Studio District,43.662765652000076,-79.33482999999995,5b3af4f125fb7b0039f9f588,818 Eastern Avenue (Leslie Street),Black Lab Brewing,43.661839494907305,-79.3291369016646,Brewery
406,Studio District,43.662765652000076,-79.33482999999995,4af4b1fcf964a52026f521e3,1162 Queen St. E (at Jones Ave.),The Purple Purl,43.66277924068179,-79.33259801956473,Arts & Crafts Store
407,Studio District,43.662765652000076,-79.33482999999995,53aa1f88498e13bffd98b62e,1008 - 1010 Queen St East,eastside social,43.661288901982886,-79.33915476536174,Comfort Food Restaurant
408,Studio District,43.662765652000076,-79.33482999999995,4b1ab227f964a5209aef23e3,1 Davies Ave (at Queen St E),Guff,43.66242304918056,-79.3342650107853,Antique Shop
409,Studio District,43.662765652000076,-79.33482999999995,4b6c32b4f964a520fe282ce3,5 Hastings Ave (at Queen St E),Hastings Snack Bar,43.66369665013437,-79.32899381239767,Snack Place
410,Studio District,43.662765652000076,-79.33482999999995,573fa903498e30312c62c82b,1118 Queen St. E. (Caroline Ave),Greta Solomon's,43.6619,-79.3315,French Restaurant
411,Studio District,43.662765652000076,-79.33482999999995,4ad4c060f964a5207bf720e3,1220 Queen St E,Gio Rana's Really Really Nice Restaurant,43.66336657355032,-79.33042524525726,Italian Restaurant
412,Studio District,43.662765652000076,-79.33482999999995,4e5e9c3ab993f2a09a978ff5,1124 Queen St E (at Bertmount),Goods And Provisions,43.66221397132329,-79.33516393563073,Diner
413,Studio District,43.662765652000076,-79.33482999999995,4bba35da98c7ef3b83d63202,1158 Queen St E (At Jones Av.),Leslie Grove Park,43.66296227311452,-79.33344426350223,Park
414,Studio District,43.662765652000076,-79.33482999999995,4e63a54dae60e9edf6430175,1114 Queen St E (at Caroline Ave),Arts Market,43.66206529675364,-79.33545707506765,Arts & Crafts Store
415,Studio District,43.662765652000076,-79.33482999999995,4ba3f9c5f964a5207c7338e3,1178 Queen St. East,Timmie Doggie Outfitters,43.6628735310239,-79.33209893677817,Pet Store
416,Studio District,43.662765652000076,-79.33482999999995,4b1169f6f964a520177c23e3,1012 Queen St East (at Boston Ave),Baldini,43.661299966369135,-79.33902686943661,Italian Restaurant
417,Studio District,43.662765652000076,-79.33482999999995,4b92f6ecf964a520e52a34e3,1218 Queen St E (Near Leslie St.),The Friendly Thai,43.6632249323307,-79.3304883883445,Thai Restaurant
418,Studio District,43.662765652000076,-79.33482999999995,55f07a51498ef8afddf53c9c,181 Carlaw Ave (Queen & Carlaw),Mean Bao,43.66141729879085,-79.34020909620433,Chinese Restaurant
419,Studio District,43.662765652000076,-79.33482999999995,55e394e7498e302ff8fd7de3,1276 Queen Street East (Hastings),Little Triple A Bar (AAA),43.66369743650117,-79.3291366490884,BBQ Joint
420,Studio District,43.662765652000076,-79.33482999999995,566c5cf1498e0ceea6620d6d,1186 Queen Street East (Curzon),YAYA,43.65984221786718,-79.33186537817195,Diner
421,Studio District,43.662765652000076,-79.33482999999995,4ae0b220f964a520b88121e3,1182 Queen St E (Jones Ave),Leslie Jones,43.66296003751739,-79.33183392676449,American Restaurant
422,Studio District,43.662765652000076,-79.33482999999995,558f31c8498e94f90873fc1f,972 Queen St E,The Thirsty Duck,43.66113846977925,-79.34010994796954,Gastropub
423,Studio District,43.662765652000076,-79.33482999999995,54f74015498ed3d3a11acf06,1103 Queen street e (Brooklyn ave),Remarkable Bean Leslieville,43.662010192871094,-79.33570861816406,Café
424,Studio District,43.662765652000076,-79.33482999999995,4b6bb0cef964a520b6152ce3,1225 Queen St E (at Leslie St),Duke of York (The Duke),43.66306208288746,-79.3305446360332,Bar
425,Studio District,43.662765652000076,-79.33482999999995,4b18010ef964a5204bcb23e3,1105 Queen St. E,Sushi Marche,43.66203302961754,-79.3356260245806,Sushi Restaurant
426,Studio District,43.662765652000076,-79.33482999999995,4c77e9122d3ba1438a0589d0,Toronto ON,7-Eleven,43.660897,-79.340159,Convenience Store
427,Studio District,43.662765652000076,-79.33482999999995,4af5cf4df964a5201afd21e3,1130 Queen St East (at Bertmount Ave),Stratengers,43.662479726735796,-79.33487833224389,Pizza Place
428,Studio District,43.662765652000076,-79.33482999999995,54318dcb498e7edd4e17bceb,935 Queen St East,Good Neighbour,43.6610004575794,-79.34029809683763,Clothing Store
429,Studio District,43.662765652000076,-79.33482999999995,4ae74ec5f964a52044aa21e3,1128 Queen Str E (Bertmount Av),OK OK Diner,43.66225329502585,-79.3350107360736,Diner
430,Studio District,43.662765652000076,-79.33482999999995,4da22f3ad686b60c2bb1b428,1214 Queen St E (Leslie St),The Queen's Head Pub,43.66317873341339,-79.33061604586334,Pub
431,Studio District,43.662765652000076,-79.33482999999995,4b76fcaef964a520bb712ee3,1103 Queen Street East,Telegramme Prints,43.66195966,-79.33562,Miscellaneous Shop
432,Studio District,43.662765652000076,-79.33482999999995,4eea2733775b562a39c6646c,5 Coady Ave,Le Matin,43.662562042280996,-79.33417043173323,Bakery
433,Studio District,43.662765652000076,-79.33482999999995,4e76c4a7922ef20af5c2175a,1129 Queen St East,Eadrey Foods,43.66218358319657,-79.33475995945061,Sandwich Place
434,Studio District,43.662765652000076,-79.33482999999995,4e4885c2b61c03d0cd284e9d,1140 Queen St. East,Discovery Records,43.66239139490802,-79.33401089525915,Record Shop
435,Studio District,43.662765652000076,-79.33482999999995,5169957f498ef5fb98967bb5,1054 Queen St East (Pape & Queen St),Cask,43.66179,-79.337452,Music Store
436,Studio District,43.662765652000076,-79.33482999999995,510f2670e4b0898fbd822b0b,993 Queen St E (Pape Ave),McQueens Pub,43.66148312783299,-79.338072195258,Gastropub
437,Studio District,43.662765652000076,-79.33482999999995,4aeb8b17f964a52034c321e3,1214 Queen St East,Tomi-Kro,43.663183092689174,-79.33068971748742,Tapas Restaurant
438,Studio District,43.662765652000076,-79.33482999999995,51bdc6e4498e9198c11592d7,Canada,Leslieville Flea Market,43.66277913807175,-79.33025010837243,Flea Market
439,Studio District,43.662765652000076,-79.33482999999995,4ddc23ff7d8b3654d4fa3a23,Queen Street East,TTC Stop #03057,43.66331440424584,-79.3300994154585,Light Rail Station
440,Studio District,43.662765652000076,-79.33482999999995,4d73ae4de87888bf50237889,1238 Queen Street East,It's the Icing on the Cake,43.663452755541286,-79.32981333734833,Bakery
441,Studio District,43.662765652000076,-79.33482999999995,53e58e0c498e40c7e256d90e,996 Queen Street East,WAYLABAR,43.661234129782564,-79.33959722763221,Gay Bar
442,Studio District,43.662765652000076,-79.33482999999995,4c5ad210ec2520a1d9605212,181 Carlaw St. #301,Imprint Music,43.66177973945568,-79.34033848927852,Music Store
443,Studio District,43.662765652000076,-79.33482999999995,4c755c282db5236a4dc8bc79,181A Carlaw Ave (Queen St. East),RiverRock Cafe,43.66149725141493,-79.34023504181935,Café
444,Studio District,43.662765652000076,-79.33482999999995,4d483cb36db7236adb21d397,1255 Queen Street East (Leslie Street),Noble,43.66355973360157,-79.32922938941176,Hardware Store
445,Lawrence Park,43.72816000000006,-79.38708518799996,4e18999018a8166f738da9f3,Toronto ON M6G,Lake,43.72790992681161,-79.38685748822415,Lake
446,Lawrence Park,43.72816000000006,-79.38708518799996,5082ef77e4b0a7491cf7b022,Canada,Zodiac Swim School,43.72853205765438,-79.3828602612317,Swim School
447,Lawrence Park,43.72816000000006,-79.38708518799996,50ed9da8e4b081eabee12672,Toronto ON,TTC Bus #162 - Lawrence-Donway,43.72802605799448,-79.38280527753858,Bus Line
448,Davisville North,43.712815000000035,-79.38852582199996,4ba011c2f964a5204a5737e3,190 Sherwood Ave,Sherwood Park,43.71655100307589,-79.38777567141624,Park
449,Davisville North,43.712815000000035,-79.38852582199996,4e8e73c30cd6209590ae7be4,1054 Mount Pleasant Rd. (Sheldrake Blvd),Summerhill Market North,43.71549914910689,-79.39288125988016,Food & Drink Shop
450,Davisville North,43.712815000000035,-79.38852582199996,4adb2fd3f964a520c42421e3,955 Mount Pleasant (Mount Pleasant & Erskine),Homeway Restaurant & Brunch,43.71264120397444,-79.39155655199944,Breakfast Spot
451,Davisville North,43.712815000000035,-79.38852582199996,560f20eb498ef7d04038f8cd,Canada,Winners,43.71323606413252,-79.3938728363979,Clothing Store
452,Davisville North,43.712815000000035,-79.38852582199996,4b7810c3f964a52030b42ee3,808 Mount Pleasant Rd,Best Western Roehampton Hotel & Suites,43.7088783,-79.3908798,Hotel
453,Davisville North,43.712815000000035,-79.38852582199996,4da99b34a86e771ea70e84c1,140 Erskine,Gym,43.71312601210131,-79.39353747528043,Gym
454,Davisville North,43.712815000000035,-79.38852582199996,4c801348dc018cfa923fb96c,1900 Yonge Street,TTC Bus #11 Bayview,43.71339838730024,-79.38328913291717,Bus Line
455,North Toronto West,43.71452278400005,-79.40695999999997,4cc4982f42d1b60c889f1e13,14 St. Clements Ave (Yonge),St. Clements - Yonge Parkette,43.71206179547874,-79.40425523454469,Park
456,North Toronto West,43.71452278400005,-79.40695999999997,50fb1828e4b01dd46bd535a1,Canada,Lytton Park,43.714954491867296,-79.4119695364535,Playground
457,North Toronto West,43.71452278400005,-79.40695999999997,4d38f64abb0d721e1e3a59e3,Toronto ON,NTCC Swimming Pool,43.710552812924895,-79.40578561334489,Gym Pool
458,North Toronto West,43.71452278400005,-79.40695999999997,4e6e176c45dd293273b74e3c,Toronto ON,Rosalind's Garden Oasis,43.71218888050602,-79.41197784736922,Garden
459,Davisville,43.70339500000006,-79.38596360499997,4ae6ea6ef964a52082a721e3,617 Mt Pleasant Ave (at Manor Rd E),Jules Cafe Patisserie,43.70413799694304,-79.38841260442167,Dessert Shop
460,Davisville,43.70339500000006,-79.38596360499997,4b939ca4f964a520344a34e3,627 Mt Pleasant Rd. (btwn Manor Rd. and Hillsdale Ave.),Thobors Boulangerie Patisserie Café,43.704513877453266,-79.38861602551758,Café
461,Davisville,43.70339500000006,-79.38596360499997,5169d445e4b07de190b5c3d6,552 Mount Pleasant Rd.,Marigold Indian Bistro,43.702880859375,-79.38800811767578,Indian Restaurant
462,Davisville,43.70339500000006,-79.38596360499997,4adb97f3f964a520402921e3,647 Mount Pleasant Rd. (at Hillsdale Ave. E),XO Gelato,43.70517671239303,-79.3887930388649,Dessert Shop
463,Davisville,43.70339500000006,-79.38596360499997,4b801467f964a5203e5030e3,220 Davisville Ave (btwn Mt Pleasant Rd & Acacia Rd),June Rowlands Park,43.70051698238234,-79.38918866607341,Park
464,Davisville,43.70339500000006,-79.38596360499997,4b939d18f964a520454a34e3,641 Mount Pleasant Rd. (btw Hillsdale Ave. and Manor Rd.),Zee Grill,43.70498511291793,-79.38847622354874,Seafood Restaurant
465,Davisville,43.70339500000006,-79.38596360499997,4b13d0bff964a5206e9923e3,507 Mount Pleasant Rd. (at Millwood Rd.),Bread and Butter,43.70158248227423,-79.3873587869354,Sandwich Place
466,Davisville,43.70339500000006,-79.38596360499997,4e125f30b61c637b97b6251c,679 Mt. Pleasant Rd. (btwn. Soudan Ave. and Hillsdale Ave. E),Viva Napoli,43.70575225315343,-79.38912464296774,Pizza Place
467,Davisville,43.70339500000006,-79.38596360499997,4bd4b2546798ef3bb235628d,579 Mount Pleasant Road (Mount Pleasant and Davisville),Florentia Ristorante,43.703594,-79.3879846,Italian Restaurant
468,Davisville,43.70339500000006,-79.38596360499997,4dcda6b7e4cd130e16534f51,517 Mount Pleasant Road (North of Davisville),Thai Spicy House,43.7019616162845,-79.3875129672506,Thai Restaurant
469,Davisville,43.70339500000006,-79.38596360499997,4b258fcef964a520d37324e3,643a Mt Pleasant Rd,Sakae Sushi,43.70494407149989,-79.38870408604551,Sushi Restaurant
470,Davisville,43.70339500000006,-79.38596360499997,4fb90459e4b0fa8ed197391d,523 Mount Pleasant Rd (btwn Belsize & Millwood),Hazel's Diner,43.70210267511542,-79.3876176468172,Diner
